title,abstract,year,venue
Ten Simple Rules for organizing a non–real-time web conference,"The present work describes the 100% virtual ATIDES (Avances en Tecnologı́as, Innovación y Desafı́os de la Educación Superior) conference that was held between October 15 and 31, 2018, sponsored by Universitat Jaume I (UJI), Spain. Online conferences like this have been the subject of some controversy in the field of education over the last decade. Indeed, we have found a few texts that are against them. One of these is [1], whose authors claim that “interaction is not enough” to ensure efficient simulation of face-to-face contact. However, the Canadian academic community (for instance, the Centre for Distance Education at Athabasca University) is a strong advocate of online conferences (see [2,3]). Among other advantages, this kind of conference is “family-friendly,” i.e., they break barriers for researchers with family obligations [4], in particular many women [5]. In addition, these conferences overcome the drawback of parallel sessions at face-to-face conferences, at which participants must choose certain talks and miss others. Anderson and Anderson [6] even put forward environmental and economic arguments: “Transportation is a major contributor of carbon dioxide (CO2) emissions.” On the other hand, Abdullah [7] and Kear, Chetwynd, and Jefferis [8] look at the matter from another point of view that is also important: Social presence at online conferences. Gichora and colleagues [9] propose 10 rules for organizing a virtual conference, but they only focus on real-time virtual conferences. Real-time virtual conferences emulate the structure of well-known on-site conferences, with the use of video-conferencing tools for connecting the participants in a virtual meeting. We, on the other hand, focus on non–real-time web conferences. In this kind of conference, a web platform connects the participants, but the event does not take place live. Communication can be made through posts on a forum, which can sometimes take hours or even days. Non–real-time web conferences share many of the advantages of real-time virtual conferences, such as being family friendly and allowing the involvement of participants with a low budget for traveling, which makes this kind of conference more participative and inclusive. However, non–real-time web conferences have other advantages that real-time web conferences do not. Asynchronous interaction allows the attendees to have more time for reflection before they put forward their questions and comments, and, likewise, the speaker has enough time to prepare an appropriate answer. This makes up for the lack of face-to-face social interaction in this type of conference. In fact, numerous interactions occur via forums and are, in many cases, numerous and more informal and flexible than at classical scientific meetings [10]. Forums give rise to stimulating discussions like those that can occur at unconferences [11]. Furthermore, this asynchrony allows participants from all over the world to take part without worrying about time zone differences. PLOS COMPUTATIONAL BIOLOGY",2020,PLoS Comput. Biol.
Seven quick tips for analysis scripts in neuroimaging,"In neuroimaging, as in many fields, the journey of the data from the measurement equipment to a figure in a publication is growing longer and more complicated. New preprocessing steps are added at the beginning of the pipeline [1–3], new multivariate techniques in the middle [4–6], and new statistical methods at the end [7]. Using these new techniques often requires writing pieces of programming code referred to as ""scripts,"" and, in accordance with the growing data analysis pipelines, these scripts also tend to increase in length and complexity. When programming code becomes sufficiently convoluted, even the most experienced programmers will make mistakes, which can ultimately lead to erroneous conclusions. Papers have had to be retracted due to programmer error [8–10]. Ideally, analysis code should be a testament to the scientific rigor and technological creativity of the researcher, in much the same way as the scientific articles they write. This means dealing with the disorder that arises as ideas get tried and discarded, mistakes are made and fixed, and smaller analyses are made on the side. The tips in this article aim to facilitate a successful organization of the analysis code, thereby keeping the complexity of data analysis code within tolerable limits and reducing errors. This article is a guide for those who have already written their own data analysis pipelines and wish to improve their designs. Those looking for information on how to get started writing a data analysis pipeline for neuroimaging are referred to other works [11–15]. There is a large body of literature on managing complexity and reducing the chance for programmer error in software [16–20]. However, most of it deals with the construction of programs and software libraries intended to be used across projects. This article focuses on analysis scripts that sit at the point at which the general purpose functionality that is exposed by software libraries meets the specific demands of a single study [21]. This makes scripts somewhat of an outlier in the software landscape, as they are pieces of code that are not reusable (pieces that need to be reusable are better implemented in a software library), only have to function correctly on one specific data set (hence there is little need to test for ""edge cases""), and will generally only be used by yourself and your collaborators (save the occasional run for review purposes and replication studies). Therefore, many of the standard practices of the software industry do not apply or need translation in order to arrive at concrete advice of what to do and what to avoid when writing analysis scripts. To move beyond mere truisms, the analysis pipeline developed by van Vliet and colleagues [22] has been extended to implement all tips in this paper and will be used as case study to discuss the practical consequences of each tip in terms of code. The example pipeline starts from the raw magnetoencephalography (MEG) and structural magnetic resonance imaging (MRI) data from the Wakeman and colleagues [23] data set and performs several artifact reduction steps, source estimations, functional connectivity analyses, cluster permutation statistics, and PLOS COMPUTATIONAL BIOLOGY",2020,PLoS Comput. Biol.
Ten simple rules to make your publication look better,"and full text are considered independent text entities. They can be published in different places and must be readable when separated from each other. Repetition of an abbreviation may be useful at the beginning of a new section. Keep in mind that readers might read your paper in a different order than you wrote it, and especially, things like figure captions (see, e.g., “Writing an Effective Figure Legend” by M. Panter https:// www.aje.com/en/arc/writing-effective-figure-legend/) and table headers should be readable by themselves. Gene symbols are not abbreviations and may be used without explanation. There are a few abbreviations that are so common (in their respective domain) that you do not need to introduce them, e.g., DNA, RNA, et al., or PCR. Stick to one abbreviation per term, and once introduced, use it consequently. It helps to make a list of abbreviations while writing to keep an overview, although not all journals want a separate list of abbreviations submitted with the text. Rule 5: Use the correct form of Latin expressions and abbreviations Latin expressions and their abbreviations are traditionally written in italics, although some of them became so common that they are integrated in English language by now and not all writing guides require use of italics any more. The most commonly used Latin abbreviation is et alii (and others), whereas the correct abbreviation is et al. (note the single dot). Common examples are in vivo, in vitro, and in situ for experimental descriptions, vice versa (the opposite of what was said is also applicable), and e.g. (exempli gratia—for example) and i.e. (id est—in other words) which are frequently mixed up. Less often seen but still used is i.a. (inter alia) which translates to “among other(s)”. Rule 6: Use non-breaking spaces Non-breaking space (also referred as “no-break space” or “hard space”) is a special space character that does not allow a line break in that exact position. These are used to prevent a new line starting with something strange. The most common and only obligatory use in scientific literature is between numbers and their units (e.g., 10_μg), but non-breaking spaces can also be used between days and months (e.g., June_3rd), within a name (e.g., Jon_Doe, Elizabeth_II), or in any other situations in which breaking lines may be disruptive for the reader (e.g., in an infobox). Different text editing programs have different shortcuts to add those, e.g., in Microsoft Word, it is Ctrl-Shift-space, and in LaTeX, you can use “~”. Rule 7: Pay attention to the supplementary data and code Supplementary data and code are often very valuable as they allow reproduction and reuse of the materials described in the paper, and several data types like genetic sequences or omics data are mandatory to deposit and publish together with the paper. Make sure the link is persistent, and the data are actually there. The proper way to store raw or processed data or cite data (data citation according to DataCite standard) is described elsewhere [5–7]. For software, including code that is used to generate figures, software packages, and workflows, there are specialized repositories that allow version control and guarantee accessibility and online availability (e.g., GitHub and Bioconductor). See also reference [8] for a more detailed description of how to document or to cite [9] scientific software properly. Supplementary tables are often given as Microsoft Excel formats. The automatic recognition of gene symbols in Excel and transfer to a date format, e.g., SEPT7 becomes September 7, was a common problem; it occurred in up to 20% of supplementary data Excel files in the past [10]. However, this has been resolved by the latest update of the HGNC symbols. For example, SEPT7 is now SEPTIM7 and no longer triggers Excel’s auto format function. PLOS COMPUTATIONAL BIOLOGY Ten simple rules to make your publication look better PLOS Computational Biology | https://doi.org/10.1371/journal.pcbi.1008938 May 20, 2021 3 / 5 Make sure to reference any supplementary data or software appropriately in the text, whether in an external repository or supplementary table file, and link the identifier from the respective repository (e.g., Gene Expression Omnibus and ArrayExpress). Rule 8: Do a spelling and grammar check This is the simplest rule and possibly the one most often disregarded. Every advanced editing program has a built-in spelling and grammar check, which should be used at least once before submitting to find the most obvious and most embarrassing errors. Check also whether your own (language specific) automatic spelling correction mechanism did not change anything into more common words, especially when it comes to gene names and symbols (see Rule 7). Then, there are the errors that the built-in spelling and grammar check will not find (yet). For example, differentiating between “a treating physician” and “a threatening physician” cannot currently be performed automatically, but only by careful proofreading. In addition to proofreading, make sure to write in the correct tense. We recommend the present tense for the Introduction because it is a description of the present state of the art. Materials and methods and Results are usually written in the past tense as these are things you have performed and have found in the past. Try to minimize passive language for better readability. Good spelling and grammar checking is, however, not a replacement for well-written English. If none of the authors are fluent in English, it remains a good idea to have someone check it who is. Rule 9: Review the document again after creating the final version Before creating a pdf for submission or for printing, make sure that all track changes and comments are resolved and removed from the text. During the creation of a pdf, weird things may happen to your text, so it is important to review the product again at least one more time. Text blocks and items like figures, tables, or headings may have moved. Make sure that headings are not left at the bottom of a page when they should be at the top of the next page. If you have figures or tables in the text, check that they are not separated from their captions or headings. In contrast to graduation thesis, journals usually require the figures to be submitted separately and the tables to be added at the end. Check if specifically formatted text or inserted items (e.g., formulas, special characters, or references) are still shown correctly, and check if hyperlinks to internal (headings) or external (websites) sources work. Rule 10: Accept that there will be errors The aforementioned nine simple rules should help to catch most of the errors and minimize mistakes for a more professional presentation of your work. Despite all effort and proofreading it may, and at some point will, happen that you find an error in your published work. Forgive yourself; absolute perfection is unrealistic. Remember the perfect can even be the enemy of the good—at some stage, you have a valuable manuscript that you want to be published without further delay. If the error is of such a type that you really, really want to remove it from the publication, the first thing to do is talk to and reach an agreement with the coauthors so they support the decision, and then contact the editor of the journal. Together with the editor, you decide if a new version of record needs to be created. For this, you will have to write a corrigendum or an erratum, which will accompany the paper forever. PLOS COMPUTATIONAL BIOLOGY Ten simple rules to make your publication look better PLOS Computational Biology | https://doi.org/10.1371/journal.pcbi.1008938 May 20, 2021 4 / 5",2021,PLoS Comput. Biol.
A Quick Guide for Building a Successful Bioinformatics Community,"“Scientific community” refers to a group of people collaborating together on scientific-research-related activities who also share common goals, interests, and values. Such communities play a key role in many bioinformatics activities. Communities may be linked to a specific location or institute, or involve people working at many different institutions and locations. Education and training is typically an important component of these communities, providing a valuable context in which to develop skills and expertise, while also strengthening links and relationships within the community. Scientific communities facilitate: (i) the exchange and development of ideas and expertise; (ii) career development; (iii) coordinated funding activities; (iv) interactions and engagement with professionals from other fields; and (v) other activities beneficial to individual participants, communities, and the scientific field as a whole. It is thus beneficial at many different levels to understand the general features of successful, high-impact bioinformatics communities; how individual participants can contribute to the success of these communities; and the role of education and training within these communities. We present here a quick guide to building and maintaining a successful, high-impact bioinformatics community, along with an overview of the general benefits of participating in such communities. This article grew out of contributions made by organizers, presenters, panelists, and other participants of the ISMB/ECCB 2013 workshop “The ‘How To Guide’ for Establishing a Successful Bioinformatics Network” at the 21st Annual International Conference on Intelligent Systems for Molecular Biology (ISMB) and the 12th European Conference on Computational Biology (ECCB).",2015,PLoS Comput. Biol.
Ten simple rules for more objective decision-making,"Scientists spend their lives analyzing data by the systematic study of the structure and behavior of the physical and natural world using both observation and experiment—objective analysis. But when it comes to decision-making, scientists are also humans with accompanying subjectivity. Put colloquially, we have both heart and head—and are capable of being simultaneously subjective and objective. Here we posit that bringing more objectivity (""head"") to decisions is a good thing. It’s a key part of ""critical thinking,"" the ""Socratic questioning"" method. We are not suggesting, that like Mr. Spock, we should be driven entirely by rationality, nor are we considering the merits of various reasoning systems [1]; we are simply examining why greater objectivity helps in providing a simple way to achieve improved objectivity. So, to start, is objectivity indeed better than subjectivity? To address this question, it’s useful to look at the 2 opposite ends of the spectrum: objectivity is really the application of pure logic (something is either right or wrong, more or less, etc.), whereas subjectivity [2] is embodied in the form of what is often called Cartesian Doubt or skepticism (that the knowledge of anything outside ones direct experience has to be considered as unsure). In certain cases, increased objectivity is superior, for example, when the decision being taken leads toward a measurable or quantifiable outcome: if there is a specific goal in mind, then it’s very useful to be able to estimate how close that decision might get you to that goal before you set out on the path. In real life, most decisions are a mixture of head and heart, but with these rules, we hope to increase both the accuracy and quantity of the head part while not neglecting the heart. But enough of the epistemological concepts, what we want is to make better decisions (better here being more objective) and look at 10 ways in which we might do this, culminating in a simple tool that anyone with a spreadsheet (or even a pen and paper) can use. Each rule is accompanied by a use case, some drawn from 2 previous Ten simple rules: Ten simple rules for graduate students [3] and Ten simple rules for selecting a postdoctoral position [4]. We will culminate with a worked example that illustrates this approach. Every lab needs a good coffee machine, and we are inspired by the example of the famous Trojan Room coffee pot. Based in the old computer laboratory of the University of Cambridge, England, in 1991, it provided the inspiration for the world’s first webcam [5]. So here we show how to make sure your coffee is well up to par! PLOS COMPUTATIONAL BIOLOGY",2020,PLoS Comput. Biol.
The Roots of Bioinformatics in Protein Evolution,"Perspective The Roots of Bioinformatics in Protein Evolution Russell F. Doolittle 1,2 * 1 Department of Chemistry & Biochemistry, University of California, San Diego, La Jolla, California, United States of America, 2 Department of Molecular Biology, University of California, San Diego, La Jolla, California, United States of America Introduction Bioinformatics as a formal discipline came of age in the late 1980s, greatly stimulated by the 1989 Human Genome Initiative. The roots of the field go back several decades earlier, however, to an era when computers were not needed to manage the data. In this personal reflec- tion, I review the confluence of events beginning in the 1950s that brought a number of fields together in a common pursuit. Particularly, I offer some com- ments about early amino acid sequence comparisons, the results of which revealed so much about evolution, and how the computer became necessary only when the number of known sequences began to grow exponentially. Many other authors have already re- corded their thoughts on the evolutionary roots of bioinformatics in accounts that are doubtless more thorough and balanced than can be recorded in this brief personal reflection ([1,2], inter alia). All are in agreement about certain pivotal events that were true milestones: the double-helix model of DNA, the first determination of the amino acid sequence of a protein, and the conceptual linking of DNA sequences and protein sequences. My plan is to expand on some related matters with the hope of providing some additional back- ground on those early scenes. Sequences Sequences, the simple order of individual units in biological polymers, are at the heart of bioinformatics, and the search for relationships among them and the recon- struction of their histories has arguably proved the most informative of biological inquiries. Today dozens of giant data banks store what seem to be countless numbers of nucleic acid and protein sequences. But there was a time, only 50 or 60 years ago, when hardly any sequences were known at all. Nonetheless, there were those who already appreciated that the web of all life would eventually be reconstructed on the basis of sequence data alone. There was an obligatory progression of events, beginning with chemistry, then biology, and, finally, the need for computers. Among the technological advances that made sequence determinations possible, two are extremely notable: the introduc- tion in the 1940s of paper chromatogra- phy as a simple tool for identifying amino acids and their derivatives [3], for one, and the use of suitable chemical reagents that reacted (more or less) exclusively with amino groups, for another—particularly an amino-tagging reagent by Sanger [4] and an amino acid-labilizing reagent by Edman [5]. Some important details of their seminal and unique contributions need to be described here, however briefly. Chemistry It must be difficult for a young scientist today to imagine how primitive circum- stances were in the mid-20th century. The effort needed to determine even a short amino acid sequence was more than considerable; it was daunting (some of that tedium may carry through in the following description). Typically, the first step in determining the sequence of a peptide or protein was to establish its amino acid composition. It was well known that heating a protein or peptide with strong aqueous acid broke the bonds between the constituent amino acids (unhappily, glutamines and aspara- gines were changed into glutamic and aspartic acids in the process, and a few other amino acids like tryptophan dam- aged). The resulting hydrolysate could be spotted on a large piece of filter paper and separation of the various amino acids obtained by letting an organic solvent creep over the paper, partitioning the amino acids according to their relative solubilities in one phase or the other. The locations of the amino acids could be found by staining the dried paper with ninhydrin, a compound that gave a blue color with amino groups. After a preliminary amino acid compo- sition was in hand, the next step was to break the protein or peptide into smaller pieces (the ‘‘divide and conquer’’ strategy). The simplest method was to use partial acid hydrolysis, taking advantage of the fact that bonds next to some amino acids break more easily than others. The other popular option was to use proteolytic enzymes like trypsin or chymotrypsin. In either case, the peptide fragments were purified, often by paper chromatography, and their individual amino acid composi- tions determined. Indeed, one reason that protein se- quences were attacked first, rather than RNA or DNA, was because there were 20 different amino acids, and a random, partial hydrolysis of a polypeptide chain could give rise to smaller peptides with unique compositions. The logistics of the same approach for a polymer made of only four different things was impossible to contemplate. More Chemistry The Sanger reagent, fluorodinitroben- zene (FDNB), had several important features. First, the bond between it and the tagged amino acid was resistant to acid hydrolysis; second, the derivatized amino acid was sufficiently non-polar that it could be extracted from the acid hydroly- sate with an organic solvent like ether; and finally, the derivatives were bright yellow and could be readily identified by paper chromatography. The operation could be conducted on the starting peptide or protein, as well as on the fragments generated by various means. It was a slow Citation: Doolittle RF (2010) The Roots of Bioinformatics in Protein Evolution. PLoS Comput Biol 6(7): e1000875. doi:10.1371/journal.pcbi.1000875 Editor: David B. Searls, Philadelphia, United States of America Published July 29, 2010 Copyright: s 2010 Russell F. Doolittle. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. Funding: The author received no specific funding for this work. Competing Interests: The author has declared that no competing interests exist. * E-mail: rdoolittle@ucsd.edu PLoS Computational Biology | www.ploscompbiol.org July 2010 | Volume 6 | Issue 7 | e1000875",2010,PLoS Comput. Biol.
“Broadband” Bioinformatics Skills Transfer with the Knowledge Transfer Programme (KTP): Educational Model for Upliftment and Sustainable Development,"A shortage of practical skills and relevant expertise is possibly the primary obstacle to social upliftment and sustainable development in Africa. The “omics” fields, especially genomics, are increasingly dependent on the effective interpretation of large and complex sets of data. Despite abundant natural resources and population sizes comparable with many first-world countries from which talent could be drawn, countries in Africa still lag far behind the rest of the world in terms of specialized skills development. Moreover, there are serious concerns about disparities between countries within the continent. The multidisciplinary nature of the bioinformatics field, coupled with rare and depleting expertise, is a critical problem for the advancement of bioinformatics in Africa. We propose a formalized matchmaking system, which is aimed at reversing this trend, by introducing the Knowledge Transfer Programme (KTP). Instead of individual researchers travelling to other labs to learn, researchers with desirable skills are invited to join African research groups for six weeks to six months. Visiting researchers or trainers will pass on their expertise to multiple people simultaneously in their local environments, thus increasing the efficiency of knowledge transference. In return, visiting researchers have the opportunity to develop professional contacts, gain industry work experience, work with novel datasets, and strengthen and support their ongoing research. The KTP develops a network with a centralized hub through which groups and individuals are put into contact with one another and exchanges are facilitated by connecting both parties with potential funding sources. This is part of the PLOS Computational Biology Education collection.",2015,PLoS Comput. Biol.
Ten simple rules for typographically appealing scientific texts,"Text is ubiquitous in everyday scientific work—when was the last time you spent 5 minutes working without writing, reading, or interacting with any kind of equipment that had text (scales, labels, brand name, etc.) on it? Most forms of communicating ideas and findings in science are based on text, e.g., BSc/MSc/PhD theses, manuscript drafts, grant proposals, reports, or job applications. In addition, text appears in figures, (electronic) slides for presentations, and posters, i.e., in formats focused more strongly on a graphical presentation. All these documents are usually written to convince the audience of the quality of your ideas or results, ultimately with the goal of a positive evaluation (grading, decision on funding/ hiring, etc.). A good visual appearance of the text and graphical elements is key for making a good first impression on the audience. When sustaining this impression by clearly structured and well-written text, professional layout is again important because less-than-optimally typeset texts distract the audience from fully appreciating the high-quality content [1]. Even though single visual inconsistencies cost the readers only a fraction of a second, these interruptions to the flow of reading add up and subconsciously frustrate the readers, possibly undermining your credibility. Poor visual appearance and language can be spotted at first glance in Fig 1, and incorrect content (or a confusing structure, not shown in Fig 1) take much longer to notice. Properly formatting text is particularly challenging in interdisciplinary fields like Computational Biology, where authors are faced with a variety of text elements, e.g., Greek characters, mathematical formulas, chemical formulas, and source code listings. Similar to inconsistent writing style, inconsistent formatting may indicate plagiarism, e.g., stray dashes resulting from copying and pasting hyphenated text, garbled characters, and fonts/formatting copied from the source. Scientists frequently need to produce final document layout themselves, either from scratch or based on a template—where some templates are well designed and others are, well, “designed.” If a template is given, fewer decisions need to be made, but some typographical knowledge is still helpful to understand the template and to deal with issues unforeseen therein. Ideally, the actual typesetting is subsequently done by trained professionals, e.g., working with publishers, who know what they are doing [2]. Submissions should, in this case, follow the publishers’ guidelines and templates, but still be prepared carefully, as “reviewers’ opinion about a manuscript can be skewed by careless formatting” [3]. Typography is thus one of the tools of the trade for scientists. This article is meant as a practical guide for typesetting scientific texts, including motivation for the recommendations. While focusing on the intended layout, the rules also provide hints on how these results can be obtained in common text processing/typesetting tools (such as Microsoft Word/LibreOffice Writer, Google Docs, and LaTeX). These rules are meant to complement PLOS COMPUTATIONAL BIOLOGY",2020,PLoS Comput. Biol.
Let's Make Those Book Chapters Open Too!,"As authors, many of us have had less than satisfactory experiences in writing book chapters as part of a themed volume or textbook that, when published, are expensive, inaccessible, and cited and used infrequently through lack of availability [1]. It could even be argued we write them from some sense of obligation and need, but do not put our best science and efforts into them because we know they won't be read and hence cited. Putting that thought aside, let's just say that a lot of good science goes underutilized. Some finds its way into journal reviews and journals that specialize in such content, for example the Elsevier Current Opinions series, but much languishes. I, many of the PLOS editors, and PLOS management have long wanted this situation to change; well, now it has. 
 
The value of themed hardcover volumes and textbooks was understandable in a purely print era, an era during which we frequented the library more, which is where these volumes resided, being too expensive for individuals to purchase. These volumes make no sense today in a digital, open-access world. We are proud to report that PLOS Computational Biology has taken the first steps to address this nonsense. Translational Bioinformatics, edited by Guest Editor Maricel Kann and Education Editor Fran Lewitter, is the first complete PLOS “book” that can be accessed online as individual chapters or downloaded as a complete volume [2]. An ePub version is now available too. The content is indexed, each chapter has a Digital Object Identifier (doi) assigned and hence is resolvable (i.e., uniquely findable), and is indexed in PubMed and available as full text from PubMed Central, like all PLOS content. 
 
Translational Bioinformatics can be used as a reference guide or textbook, and includes exercises. After review, the authors have had their hard work rewarded through a PLOS citation and greater accessibility to their work. The book uses the PLOS collection feature to bring the content together into a single entity while retaining the individuality of each article. While we regard this as an important step forward, it does raise some questions. 
 
The first question is, who pays? Obviously, we are strong proponents of open access, but also the first to admit there must be a business model if open-access content is to be persistent. Certainly, most of us have never made any money from writing specialized book chapters contributed to a volume, but would we pay a modest amount to have them published under an open–access license? This remains an open question at this time. PLOS met the cost of publishing Translational Bioinformatics, but if this approach to book chapters were to take off, someone will have to foot the bill. At this time, PLOS is interested in furthering this cause, and, as with all front matter within the Education Section of the journal, book chapters are not subject to publishing fees. If the demand becomes too great we will need to revisit this. Support for chapter content would seem an opportunity for a wonderful contribution by an individual philanthropist or foundation in furthering scientific dissemination. 
 
The second question is, what quality of review do we require of chapter content? In general terms, solicited book chapters do not undergo the level of review found in a research article. Unless the content is terrible, the editors soliciting the material are hard pressed to reject it, having persuaded the authors to write it in the first place. Good editors, as we have here, will provide the level of review found in a research article. Moreover, with greater exposure and article-level metrics (ALMs) applied to each chapter, the content will rise or fall on its own merits and the end result will likely be higher quality content than we have traditionally seen from book chapters. With regard to PLOS Computational Biology specifically, we regard this book content as front matter in the Education Section, and as such it has had significant review. We will be revisiting the issue of review, and indeed all aspects of the scope of our support for chapters, as demand increases. 
 
The third question is, what do we lose and gain in an online book? Of course there are the obvious issues, now long debated, regarding ebooks versus physical books, and there is no need to revisit that here. What is worth visiting are the specific issues surrounding a book publication by PLOS, an organization that is currently set up to operate as a journal publisher. PLOS has been wonderful in making this project happen and paving the way for more through the notion of collections. Collections do present challenges when used to represent a book. For example, the collection has no ISBN or other book-like identifier defining the citation; books have editions, whereas there is no notion of versioning in a collection. On the positive side, the collection can become a dynamic entity, such that new chapters (with their own journal-like citation) can be added to the collection at any time. 
 
Open questions there might be, but an exciting time nevertheless, with PLOS continuing to push the envelope regarding scholarly communication. Over time we will sort this out, but in the meantime, enjoy Translational Bioinformatics, a new innovation in open-access publishing.",2013,PLoS Comput. Biol.
Ten simple rules to aid in achieving a vision,"In a career that now spans 40 years, I have had, on several occasions, opportunities to turn loose ideas into a unified vision and the resources to implement that vision. What do I mean by a vision? A vision, at least in my mind, is the ability to see something important to the future, perhaps before others do. Fulfilling that vision does not have to change the whole world (although that would be nice) but only to impact others in a positive way. Consider what I perceive has been my own visioning to provide some context. My visioning began in the 1990s when, seeing what computation was bringing to the life sciences through work on the human genome project, I was lucky enough to be able to envision and establish a bioinformatics laboratory before the idea became mainstream. In the early 2000s, it was a collective vision for what an exemplar data resource, namely, the Research Collaboratory for Structural Bioinformatics (RCSB) Protein Data Bank (PDB), should achieve. Around 2005, it was something dear to this readership, a vision for a new journal, PLOS Computational Biology, for which I was cofounder and Founding Editor-in-Chief for 7 years. Around 2007, it was forming a company, SciVee.tv, to envision how digital media other than print could be used to communicate science. Around 2014, as the first Associate Director for Data Science (ADDS) for the United States National Institutes of Health (NIH), the vision was how big data could catalyze change in life sciences research. Finally, now in 2019, the vision is how one of the first academic Schools of Data Science should be established and run. These either were, or are, great opportunities to lay out a vision and act upon that blueprint. Not all were successful (PLOS Computational Biology was), but all were learnt from. So, what did I learn? Here is at least part of my life’s lesson, in that now familiar and comfortable Ten Simple Rules format. In this article, the rules are generic and can be considered beyond our own discipline.",2019,PLoS Comput. Biol.
What Do I Want from the Publisher of the Future?,"When I took on the role of Editor-in-Chief of this open-access journal, I began,for the first time, to think about scholarlycommunication beyond submitting my pa-pers and getting them published. Thisthinking led to previous Perspectives [1–3],all of which shared an underlying theme—there are many opportunities to achievebetter dissemination and comprehension ofour science, and as producers of that outputI believe authors have a responsibility to seeit used in the best possible way.No need to take my word regarding theopportunities that exist to improve schol-arly communication and comprehension. Irecommend reading ‘‘Part 4: ScholarlyCommunication’’ from the free onlinebook the Fourth Paradigm: Data Intensive Scien-tific Discovery [4] (http://research.microsoft.com/en-us/collaboration/fourthparadigm/),which is a tribute to the late Turing Awardwinner Jim Gray. Jim, and many of theauthors who pay homage to his vision, havethought deeply about the subject of scholarlycommunication. They conclude that dataand knowledge-driven computation is indeeda fourth wave, as computation has impactedscience to the point where every aspect of itis touched by computation (hence the nameeScience), including dissemination and com-prehension. These visionaries recognize thatwe are at a tipping point at which scholarlycommunication will change from a tradi-tional print-oriented medium (albeit an on-line version of the print journal) to somethingelse. That something else begins to transformtoday’s research article as we realize thepower of the medium, establish new forms ofknowledge discovery, and measure theimpact of scholarly contributions in newways. For all that vision, these luminaries donot address the question that I have beenpondering, and which I would like to raisehere. Assuming all this innovation takesplace, what will the publisher of the futurelook like, and as a contributor and consumerof a publisher’s services in this new era, whatdo I want from the publisher of the future?Recently, at gatherings of publisherswhere I have been invited to speak, I havebeen trying to pose and then answer thisquestion. Unfortunately, I fear that what Ipropose appears so radical as to be greetedwitheitherblankstaresorlooksof getreal.LetmetryheretodoabetterjobatstatingwhatI want from my publisher in the future.Many of you are undoubtedly thinkingthat just accepting your papers will beenough, but bear with me. Presumably,publishing will continue in the life sciences(unless we go over completely to anArXiv.org or similar model where articlesare simply deposited without peer reviewand impact measured by how much theyare accessed), and if so, will continue to beoverseen by the publishers we, as scientists,work with today. A few new and innova-tive publishers like the Public Library ofScience (PLoS) will continue to emerge asbusiness models and practices change, butexisting publishers will probably adapt inthis new era. I anticipate similarities toearlier phases of the Internet revolution.Amazon.com emerged as a new and majoronline-only shopping entity, but Sears,Wal-Mart, Harrods, etc., while beingslower in adopting the new medium, dideventually successfully support onlineshopping and a range of new services. Bycomparison, a few innovators have hadsome impact on scholarly communication,but traditional science, technology, andmedical (STM) publishers will continue todominate the conservative and relativelyslow-moving market. These pioneeringpublishers are now experimenting withinteractive PDFs, ‘‘articles of the future,’’semantic tagging, data integration withresearch articles, incorporating rich media(video and podcasts), and so on. Mostlikely, at some point these innovations willbecome mainstream through increasedintroduction by traditional publishers, butthen what? Stated another way, if wefinally move away from the traditionalPDF to something more dynamic thatintegrates data, rich media, and includesinteractive access, what do I as a scientistwant from publishers at that point?To answer this question, let us start withwhere we are today. As authors, we put anenormous amount of effort into producingapublishablemanuscript.Atsomepointwepass it over to the publisher without asecondthought.Subsequently,wewillputalarge amount of effort into a revision orrebuttal letter, but again, there is nothought on what will happen to our workafterithasbeenacceptedbeyondthedateitwill be published and appear in PubMed.There is an enormous amount of trust inour publisher that our creations will behandled in the best possible way and, whenpublished, that they will be disseminated toallwhowanttoreadourwork.Openaccessintroduced a hairline fracture in this trustwith some scientists realizing that perhapstheir work was notbeingaswidely accessedaspossible.Nevertheless,mostscientistsstilldo not think seriously about limited accessand signing away the copyright. After alloureffortsatproducingapaper,veryfewofus have asked the question, is journal xpresenting my work in a way that maxi-mizes the understanding of what has beendone, providing the means to ensuremaximum reproducibility of what has beendone, and maximizing the outreach of mywork? I would suggest that now is the timenottojusttossthepaperoverahighbarrierto the journal and forget about it, but tobreak down the barrier and have a newform of interaction and dialog with apublisher who is prepared to embrace achanging publishing model and cananswerthe question in a satisfactory manner. Inother words, we have an interaction withthe publisher that does not begin when thescientific process ends, but begins at thebeginning of the scientific process itself.Perhaps you are beginning to see why Iget so many blank stares when I raise thisissue with scientists (producers and consum-",2010,PLoS Comput. Biol.
